Date,FW_temp,FW_pH,FW_BOD,FW_COD,FW_SS,FW_TN,FW_TP,FW_TS,FW_VS,FW_VS%,MCA_in,MCA_eff,MCA_temp,MCA_pH,MCA_TS,MCA_VS,MCA_VS%,MCA_VFA,MCA_Alk,MCA_VFA/TA,MCA_OLR,MCA_efficiency,MCA_HRT,MCB_in,MCB_eff,MCB_temp,MCB_pH,MCB_TS,MCB_VS,MCB_VS%,MCB_VFA,MCB_Alk,MCB_VFA/TA,MCB_OLR,MCB_efficiency,MCB_HRT,MHC_in,MHC_eff,MHC_temp,MHC_pH,MHC_TS,MHC_VS,MHC_VS%,MHC_VFA,MHC_Alk,MHC_VFA/TA,MHC_OLR,MHC_efficiency,MHC_HRT,MHA_in,MHA_eff,MHA_temp,MHA_pH,MHA_TS,MHA_VS,MHA_VS%,MHA_VFA,MHA_Alk,MHA_VFA/TA,MHA_OLR,MHA_efficiency,MHA_HRT,MHB_in,MHB_eff,MHB_temp,MHB_pH,MHB_TS,MHB_VS,MHB_VS%,MHB_VFA,MHB_Alk,MHB_VFA/TA,MHB_OLR,MHB_efficiency,MHB_HRT,BP,CH4,CO2,deH2S,NH3
2022-01-13,,,,,,,,,,,,,,,51720.0,34400.0,66.5,3604.0,13880.0,0.26,,,,,,,,65400.0,44230.0,67.6,13425.0,13565.0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9499.0,,,,
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9240.0,,,,
2022-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9322.0,,,,
2022-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9296.0,,,,
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9377.0,,,,
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9376.0,,,,
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9238.0,,,,
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9080.0,,,,
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19144.0,,,,
2022-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9239.0,,,,
2022-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9226.0,,,,
2022-01-24,,,,,,,,,,,,,33.0,7.8,51780.0,35800.0,69.1,5126.0,14475.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,5.43,68240.0,45400.0,66.5,9675.0,6930.0,1.4,,,,,,,,,,,,,,,,,14367.0,57.3,44.4,209.0,14.0
2022-01-25,,,,,,,,,,,74.0,,,,,,,,,,,,41.0,,69.0,34.3,7.95,52670.0,35310.0,67.0,8501.0,15125.0,0.56,,,,130.0,,24.2,4.65,149210.0,128560.0,86.2,14344.0,,,,,18.0,,98.0,,,,,,,,,,,,36.0,,22.4,7.03,43370.0,26250.0,60.5,4549.0,9395.0,0.48,,,48.0,19910.0,60.2,41.4,49.0,0.0
2022-01-26,,,,,,,,,,,59.0,,,,,,,,,,,,51.0,,71.0,,,,,,,,,,,,103.0,,,,,,,,,,,,22.0,,34.0,,,,,,,,,,,,28.0,,,,,,,,,,,,62.0,17607.0,64.4,37.5,30.0,0.0
2022-01-27,9.1,4.6,62664.7,41008.2,,1600.069,409.937,70340.0,62075.0,88.2,59.0,,33.0,7.63,52660.0,37590.0,71.4,4830.0,12765.0,0.38,1.22,0.67,51.0,,73.0,,,,,,,,,,,,150.0,,,,,,,,,,4.08,,15.0,,76.0,36.0,5.3,73440.0,50835.0,69.2,9986.0,7375.0,1.35,,0.7,,28.0,,,,,,,,,,1.0,,62.0,17174.0,65.4,36.3,27.0,0.0
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,8.06,49480.0,32230.0,65.1,5569.0,14835.0,0.38,,,,,,24.0,4.06,160280.0,138050.0,86.1,15053.0,,,,,,,,,,,,,,,,,,,,,25.1,7.36,44370.0,28590.0,64.4,3458.0,8920.0,0.39,,,,17785.0,60.0,37.0,31.0,0.0
2022-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17158.0,60.0,40.1,40.0,0.0
2022-01-30,,,,,,,,,,,80.0,0.0,35.0,7.5,,,,,,,,,38.0,40.0,24.0,30.0,8.0,,,,,,,,,75.0,50.0,,20.0,4.0,,,,,,,,,46.0,0.0,16.0,29.0,5.5,,,,,,,,,,40.0,0.0,26.6,7.0,,,,,,,,,44.0,16884.0,49.4,32.9,20.0,0.0
2022-01-31,,,,,,,,,,,90.0,0.0,31.2,7.65,,,,,,,,,33.0,40.0,52.0,31.8,7.88,,,,,,,,,75.0,50.0,,21.7,3.99,,,,,,,,,46.0,0.0,31.0,39.9,5.62,,,,,,,,,,40.0,40.0,23.9,7.1,,,,,,,,,44.0,17200.0,60.1,41.3,28.0,0.0
2022-02-01,,,,,,,,,,,80.0,0.0,,,,,,,,,,,38.0,25.0,45.0,,,,,,,,,,,120.0,50.0,,,,,,,,,,,,46.0,0.0,78.0,,,,,,,,,,,,40.0,0.0,,,,,,,,,,,44.0,16796.0,58.6,42.5,18.0,0.0
2022-02-02,,,,,,,,,,,90.0,0.0,,,,,,,,,,,33.0,40.0,50.0,,,,,,,,,,,75.0,85.0,,,,,,,,,,,,27.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,,,,,,,,,35.0,17174.0,60.4,41.1,26.0,0.0
2022-02-03,,,100095.6,78356.4,,3193.216,605.972,108810.0,100040.0,91.9,75.0,31.0,31.2,7.62,48810.0,34730.0,71.2,5044.0,11825.0,0.43,2.5,0.78,40.0,60.0,52.0,,,,,,,,,2.0,,50.0,55.0,,,,,,,,,,2.41,,41.0,0.0,30.0,38.3,5.67,64480.0,45400.0,70.4,9240.0,7565.0,1.22,0.0,0.79,,30.0,0.0,,,,,,,,,1.72,,58.0,16599.0,60.4,41.5,21.0,0.0
2022-02-04,,,,,,,,,,,83.0,54.0,,,,,,,,,,,36.0,83.0,74.0,31.5,7.78,58660.0,37750.0,64.4,2580.0,13530.0,0.19,,,36.0,47.0,,21.5,3.93,148600.0,127050.0,85.5,,,,,,49.0,0.0,47.0,,,,,,,,,,,,37.0,0.0,26.7,7.14,46530.0,29940.0,64.3,4200.0,8585.0,0.49,,,47.0,19072.0,54.9,47.1,20.0,0.0
2022-02-05,,,,,,,,,,,70.0,61.0,,,,,,,,,,,43.0,70.0,66.0,,,,,,,,,,,43.0,83.0,,,,,,,,,,,,27.0,0.0,36.0,39.2,5.67,,,,,,,,,,31.0,0.0,24.6,7.04,,,,,,,,,56.0,19472.0,56.0,45.6,53.0,0.0
2022-02-06,,,,,,,,,,,60.0,24.0,,,,,,,,,,,50.0,60.0,37.0,,,,,,,,,,,50.0,60.0,,,,,,,,,,,,38.0,0.0,34.0,,,,,,,,,,,,31.0,0.0,,,,,,,,,,,56.0,18575.0,59.1,41.0,18.0,0.0
2022-02-07,,,,,,,,,,,60.0,24.0,,,42210.0,29970.0,71.0,4264.0,12330.0,0.35,,,50.0,60.0,25.0,,,,,,,,,,,50.0,70.0,,,,,,,,,,,,33.0,0.0,31.0,,,64000.0,44490.0,69.5,10320.0,7125.0,1.45,,,,30.0,,,,,,,,,,,,58.0,17327.0,59.9,41.7,17.0,0.0
2022-02-08,,,,,,,,,,,45.0,48.0,,,,,,,,,,,67.0,45.0,36.0,30.2,7.72,46180.0,30680.0,66.4,3799.0,13770.0,0.28,,,67.0,140.0,,21.0,4.02,111160.0,96010.0,86.4,,,,,,16.0,0.0,40.0,,,,,,,,,,,,35.0,,27.0,7.25,39590.0,25230.0,63.7,4245.0,8545.0,0.5,,,50.0,17194.0,59.3,41.2,16.0,
2022-02-09,,,,,,,,,,,50.0,47.0,33.2,7.69,,,,,,,,,60.0,50.0,30.0,30.5,7.78,,,,,,,,,60.0,121.0,,23.5,3.99,,,,,,,,,19.0,0.0,24.0,39.6,5.82,,,,,,,,,,29.0,,27.4,7.26,,,,,,,,,60.0,16266.0,60.5,40.3,21.0,
2022-02-10,15.2,5.3,100055.8,81518.4,,2401.333,521.876,162290.0,146530.0,90.3,59.0,66.0,27.9,7.73,47230.0,32830.0,69.5,3979.0,12705.0,0.31,2.88,0.76,51.0,59.0,60.0,27.0,7.83,,,,,,,2.88,,51.0,118.0,,23.5,4.15,,,,,,,7.58,,19.0,0.0,55.0,23.0,5.84,62130.0,42570.0,68.5,8175.0,7730.0,1.06,0.0,0.77,,34.0,,27.4,7.06,,,,,,,2.86,,51.0,15476.0,59.4,41.4,15.0,3.0
2022-02-11,,,,,,,,,,,56.0,24.0,,,,,,,,,,,54.0,56.0,17.0,,,53780.0,35370.0,65.8,2805.0,12635.0,0.22,,,54.0,105.0,,,,146640.0,126930.0,86.6,,,,,,22.0,0.0,,,,,,,,,,,,,33.0,,,,55050.0,30850.0,56.0,4556.0,8650.0,0.53,,,53.0,14101.0,60.8,39.5,15.0,0.0
2022-02-12,,,,,,,,,,,56.0,,,,,,,,,,,,54.0,56.0,,,,,,,,,,,,54.0,95.0,,,,,,,,,,,,24.0,0.0,,,,,,,,,,,,,33.0,,,,,,,,,,,,53.0,13424.0,59.5,39.3,15.0,0.0
2022-02-13,,,,,,,,,,,50.0,,,,,,,,,,,,60.0,50.0,,,,,,,,,,,,60.0,81.0,,,,,,,,,,,,28.0,0.0,,,,,,,,,,,,,19.0,,,,,,,,,,,,92.0,12937.0,58.7,41.7,31.0,0.0
2022-02-14,,,,,,,,,,,50.0,,34.3,7.63,52620.0,36790.0,69.9,3619.0,12445.0,0.29,,,60.0,50.0,,,,,,,,,,,,60.0,101.0,,,,,,,,,,,,23.0,0.0,,43.2,5.73,55410.0,36820.0,66.5,8381.0,6955.0,1.21,,,,19.0,,,,,,,,,,,,92.0,15646.0,58.1,42.6,18.0,0.0
2022-02-15,,,,,,,,,,,59.0,,,,,,,,,,,,51.0,59.0,,,,53130.0,35720.0,67.2,3120.0,12930.0,0.24,,,51.0,77.0,,,,136400.0,117620.0,86.2,,,,,,30.0,0.0,,,,,,,,,,,,,25.0,,,,51430.0,34040.0,66.2,5033.0,8585.0,0.59,,,70.0,15871.0,57.3,46.1,21.0,3.0
2022-02-16,,,,,,,,,,,56.0,,,,,,,,,,,,54.0,53.0,,,,,,,,,,,,57.0,86.0,,,,,,,,,,,,27.0,0.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,70.0,15501.0,55.2,42.9,83.0,0.0
2022-02-17,,,89452.3,57542.4,,2470.331,626.492,95520.0,85160.0,89.2,,,,,49440.0,33810.0,68.4,2441.0,12825.0,0.19,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64580.0,44170.0,68.4,9304.0,7575.0,1.23,,0.74,,,,,,,,,,,,,,,16410.0,59.0,30.2,10.0,
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,46770.0,30810.0,65.9,3769.0,12605.0,0.3,,,,,,,,141880.0,121620.0,85.7,,,,,,,,,,,,,,,,,,,,,,,,49490.0,31830.0,64.3,4568.0,8100.0,0.56,,,,13754.0,57.7,43.7,16.0,
2022-02-19,,,,,,,,,,,60.0,,,,,,,,,,,,50.0,,60.0,,,,,,,,,,,,50.0,,,,,,,,,,,,46.0,0.0,27.0,,,,,,,,,,,,20.0,,,,,,,,,,,,87.0,14673.0,57.6,43.5,14.0,0.0
2022-02-20,,,,,,,,,,,60.0,,31.0,7.8,,,,,,,,,50.0,55.0,,,,,,,,,,,,55.0,40.0,,,,,,,,,,,,57.0,0.0,32.0,36.4,5.48,,,,,,,,,,15.0,,,,,,,,,,,,116.0,13620.0,53.6,50.4,21.0,0.0
2022-02-21,,,,,,,,,,,60.0,,,,49490.0,34600.0,69.9,2651.0,12670.0,0.21,,,50.0,55.0,,,,,,,,,,,,55.0,60.0,,,,,,,,,,,,38.0,0.0,23.0,,,64610.0,43770.0,67.7,8670.0,7640.0,1.13,,,,15.0,,,,,,,,,,,,116.0,13558.0,55.3,45.7,11.0,0.0
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,45070.0,30450.0,67.6,5989.0,12530.0,0.48,,,,,,,,127410.0,109450.0,85.9,,,,,,,,,,,,,,,,,,,,,,,,50910.0,33170.0,65.2,7639.0,9205.0,0.83,,,,13899.0,56.9,44.5,25.0,0.0
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14448.0,54.6,49.4,12.0,0.0
2022-02-24,,,97049.2,81318.6,,4023.183,789.776,110210.0,101250.0,91.9,64.0,,28.8,7.49,47030.0,33030.0,70.2,3634.0,11965.0,0.3,2.16,0.79,47.0,52.0,,,,,,,,,,1.76,,58.0,55.0,,,,,,,,,,2.44,,41.0,0.0,21.0,35.5,5.3,63760.0,43760.0,68.6,11494.0,7270.0,1.58,0.0,0.81,,19.0,,,,,,,,,,1.1,,92.0,15162.0,57.8,45.9,33.0,0.0
2022-02-25,,,,,,,,,,,60.0,,,,,,,,,,,,50.0,49.0,,21.7,7.23,54160.0,37190.0,68.7,7099.0,12650.0,0.56,,,61.0,70.0,,18.3,3.73,138370.0,118870.0,85.9,,,,,,33.0,0.0,28.0,,,,,,,,,,,,21.0,,26.4,7.05,52260.0,32510.0,62.2,7984.0,10050.0,0.79,,,83.0,15976.0,59.6,43.7,35.0,0.0
2022-02-26,,,,,,,,,,,60.0,,,,,,,,,,,,50.0,49.0,,,,,,,,,,,,61.0,40.0,,,,,,,,,,,,57.0,0.0,,,,,,,,,,,,,21.0,,,,,,,,,,,,83.0,15672.0,60.6,41.4,63.0,0.0
2022-02-27,,,,,,,,,,,61.0,,,,,,,,,,,,49.0,54.0,,,,,,,,,,,,56.0,15.0,,,,,,,,,,,,152.0,0.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,70.0,17173.0,61.8,39.5,29.0,0.0
2022-02-28,,,,,,,,,,,60.0,,34.6,7.6,48290.0,33840.0,70.1,3176.0,12495.0,0.25,,,50.0,60.0,,,,,,,,,,,,50.0,41.0,,,,,,,,,,,,56.0,0.0,,39.2,5.35,69780.0,46530.0,66.7,8595.0,7390.0,1.16,,,,31.0,,,,,,,,,,,,56.0,16695.0,60.0,43.1,25.0,0.0
2022-03-01,,,,,,,,,,,60.0,,,,,,,,,,,,50.0,60.0,,27.2,7.38,,,,,,,,,50.0,29.0,,23.2,3.69,,,,,,,,,79.0,0.0,31.0,,,,,,,,,,,,31.0,,33.2,7.48,,,,,,,,,56.0,18437.0,58.3,44.8,26.0,0.0
2022-03-02,,,,,,,,,,,60.0,,,,,,,,,,,,50.0,60.0,,,,52640.0,35830.0,68.1,5783.0,12730.0,0.45,,,50.0,69.0,,,,142550.0,122570.0,86.0,,,,,,33.0,0.0,35.0,,,,,,,,,,,,31.0,,,,50740.0,28770.0,56.7,5066.0,12000.0,0.42,,,56.0,17417.0,60.0,42.7,25.0,0.0
2022-03-03,11.8,4.8,88385.4,65134.8,,5038.257,1082.89,117040.0,106250.0,90.8,60.0,,30.1,7.64,48860.0,33480.0,68.5,3229.0,12345.0,0.26,2.13,0.78,50.0,60.0,,,,,,,,,,2.13,,50.0,69.0,,,,,,,,,,3.22,,33.0,,,38.8,5.37,69210.0,46710.0,67.5,7894.0,7610.0,1.04,,0.79,,31.0,,,,,,,,,,1.89,,56.0,18661.0,60.3,43.0,25.0,0.0
2022-03-04,,,,,,,,,,,64.0,,,,,,,,,,,,47.0,60.0,,,,49200.0,33700.0,68.5,6379.0,11740.0,0.54,,,50.0,70.0,,,,160980.0,138870.0,86.3,,,,,,33.0,10.0,,,,,,,,,,,,174.0,30.0,,,,57020.0,31490.0,55.2,7249.0,12645.0,0.57,,,58.0,18193.0,60.3,43.0,25.0,0.0
2022-03-05,,,,,,,,,,,64.0,,,,,,,,,,,,47.0,60.0,,,,,,,,,,,,50.0,44.0,,,,,,,,,,,,52.0,0.0,,,,,,,,,,,,,35.0,,,,,,,,,,,,50.0,18647.0,60.6,43.2,24.0,0.0
2022-03-06,,,,,,,,,,,64.0,,,,,,,,,,,,47.0,60.0,,,,,,,,,,,,50.0,31.0,,,,,,,,,,,,74.0,10.0,43.0,,,,,,,,,,,174.0,35.0,,,,,,,,,,,,50.0,19421.0,59.4,43.3,89.0,0.0
2022-03-07,,,,,,,,,,,68.0,,31.2,7.73,60350.0,42030.0,69.6,3251.0,11935.0,0.27,,,44.0,60.0,,,,,,,,,,,,50.0,57.0,,,,,,,,,,,,40.0,0.0,34.0,35.1,5.55,82550.0,56310.0,68.2,8955.0,7800.0,1.15,,,,35.0,,,,,,,,,,,,50.0,19582.0,61.3,41.6,38.0,1.0
2022-03-08,,,,,,,,,,,68.0,,,,,,,,,,,,44.0,60.0,,31.1,7.51,52670.0,36690.0,69.7,7778.0,12700.0,0.61,,,50.0,43.0,,28.7,3.78,157980.0,136870.0,86.6,,,,,,53.0,,39.0,,,,,,,,,,,,,,27.3,7.58,45280.0,25380.0,56.1,5078.0,12525.0,0.41,,,,19671.0,57.4,44.7,58.0,0.0
2022-03-09,,,,,,,,,,,67.0,,,,,,,,,,,,45.0,67.0,,,,,,,,,,,,45.0,17.0,,,,,,,,,,,,134.0,,71.0,,,,,,,,,,,,39.0,,,,,,,,,,,,45.0,19326.0,61.4,40.7,31.0,0.0
2022-03-10,14.8,4.8,99898.9,79920.0,,3146.695,729.785,181310.0,162860.0,89.8,55.0,,34.1,7.57,45840.0,32380.0,70.6,4778.0,12455.0,0.38,2.99,0.73,55.0,55.0,,,,,,,,,,2.99,,55.0,17.0,,,,,,,,,,1.21,,134.0,,11.0,42.1,5.92,66920.0,43700.0,65.3,11070.0,7960.0,1.39,,0.79,,39.0,,,,,,,,,,3.65,,45.0,18937.0,60.2,42.1,28.0,2.0
2022-03-11,,,,,,,,,,,67.0,,,,,,,,,,,,45.0,67.0,,26.5,7.42,48840.0,34700.0,71.0,7061.0,12565.0,0.56,,,45.0,32.0,,21.7,3.69,195310.0,168890.0,86.5,,,,,,71.0,,25.0,,,,,,,,,,,,39.0,,33.4,7.67,48550.0,26210.0,54.0,4785.0,13630.0,0.35,,,45.0,20381.0,59.4,43.0,26.0,0.0
2022-03-12,,,,,,,,,,,71.0,,,,,,,,,,,,42.0,67.0,,,,,,,,,,,,45.0,25.0,,,,,,,,,,,,91.0,0.0,67.0,,,,,,,,,,,,42.0,,,,,,,,,,,,41.0,19807.0,59.4,43.4,33.0,0.0
2022-03-13,,,,,,,,,,,71.0,,,,,,,,,,,,42.0,67.0,,,,,,,,,,,,45.0,10.0,,,,,,,,,,,,228.0,0.0,68.0,,,,,,,,,,,,42.0,,,,,,,,,,,,41.0,20132.0,59.3,42.5,19.0,0.0
2022-03-14,,,,,,,,,,,75.0,,,,52200.0,35870.0,68.7,4249.0,12990.0,0.33,,,40.0,71.0,,,,,,,,,,,,42.0,20.0,,,,,,,,,,,,114.0,0.0,1.0,,,63850.0,37800.0,59.2,8888.0,8930.0,1.0,,,,44.0,,,,,,,,,,,,40.0,20932.0,58.5,5.5,36.0,0.0
2022-03-15,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,71.0,,29.8,7.41,51350.0,36370.0,70.8,6004.0,12335.0,0.49,,,42.0,10.0,,27.1,3.79,153280.0,132790.0,86.6,,,,,,228.0,0.0,6.0,,,,,,,,,,,,44.0,,35.3,7.79,56330.0,28280.0,50.2,3011.0,14340.0,0.21,,,40.0,20676.0,59.3,43.9,41.0,
2022-03-16,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,71.0,,,,,,,,,,,,42.0,10.0,,,,,,,,,,,,228.0,0.0,28.0,,,,,,,,,,,,44.0,,,,,,,,,,,,40.0,21920.0,60.3,42.2,30.0,0.0
2022-03-17,17.0,4.5,149798.4,82282.2,,1878.709,433.225,177100.0,160300.0,90.5,75.0,,29.0,7.6,50240.0,35020.0,69.7,4031.0,12840.0,0.31,4.01,0.76,40.0,75.0,,,,,,,,,,4.01,,40.0,10.0,,,,,,,,,,0.7,,228.0,0.0,84.0,38.0,6.1,60670.0,36530.0,60.2,7159.0,8505.0,0.84,0.0,0.84,,44.0,,,,,,,,,,4.05,,40.0,20807.0,60.3,41.5,27.0,0.0
2022-03-18,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,75.0,,33.4,7.79,58850.0,41760.0,71.0,6735.0,12700.0,0.53,,,40.0,14.0,,26.5,3.88,149630.0,128310.0,85.8,,,,,,163.0,0.0,73.0,,,,,,,,,,,,44.0,,36.7,7.41,48000.0,23530.0,49.0,1883.0,13805.0,0.14,,,40.0,20901.0,59.7,43.6,20.0,0.0
2022-03-19,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,75.0,,,,,,,,,,,,40.0,10.0,,,,,,,,,,,,228.0,,,,,,,,,,,,,,44.0,,,,,,,,,,,,40.0,20315.0,61.3,43.2,18.0,0.0
2022-03-20,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,75.0,,,,,,,,,,,,40.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,44.0,,,,,,,,,,,,40.0,20076.0,61.1,42.4,16.0,0.0
2022-03-21,,,,,,,,,,,75.0,,33.8,7.78,52240.0,35400.0,67.8,3563.0,12670.0,0.28,,,40.0,75.0,,,,,,,,,,,,40.0,6.0,,,,,,,,,,,,380.0,0.0,33.0,32.1,6.3,59680.0,36890.0,61.8,7946.0,8420.0,0.94,,,,44.0,,,,,,,,,,,,40.0,20296.0,59.9,42.5,14.0,0.0
2022-03-22,,,,,,,,,,,80.0,,,,0.0,0.0,,,,,,,38.0,70.0,,25.0,7.4,58540.0,41070.0,70.2,3371.0,11855.0,0.28,,,43.0,0.0,,24.4,3.83,155430.0,134100.0,86.3,,,,,,,0.0,61.0,,,,,,,,,,,,50.0,,32.0,7.7,52020.0,25650.0,49.3,3041.0,13990.0,0.22,,,35.0,20703.0,60.2,43.1,18.0,0.0
2022-03-23,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,75.0,,,,,,,,,,,,40.0,0.0,,,,,,,,,,,,,0.0,72.0,,,,,,,,,,,,50.0,,,,,,,,,,,,35.0,19278.0,58.6,42.2,13.0,0.0
2022-03-24,,,105609.2,81881.8,,3138.495,622.185,122870.0,109790.0,89.4,85.0,,,,48450.0,33100.0,68.3,3851.0,12695.0,0.3,3.11,0.74,35.0,75.0,,,,,,,,,,2.74,,40.0,,,,,,,,,,,,,,0.0,,,,62520.0,38220.0,61.1,7665.0,8480.0,0.9,0.0,0.81,,50.0,,,,,,,,,,3.15,,35.0,20929.0,59.9,41.1,20.0,0.0
2022-03-25,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,75.0,,30.1,7.4,77270.0,57110.0,73.9,6540.0,12835.0,0.51,,,40.0,0.0,,25.2,3.82,172490.0,149350.0,86.6,,,,,,,0.0,,,,,,,,,,,,,50.0,,36.5,7.67,57080.0,28440.0,49.8,2419.0,15675.0,0.15,,,35.0,21942.0,59.8,41.2,19.0,0.0
