Date,HRT,Q_in,CO2,H2S,temp,pH,VFA,TS,VS,FW_VS,MY
2020-02-27,71.256038647343,66.24,,86.0,39.0,7.995000000000001,2011.15,17.7270883182362,13.386784206866658,177,344.8152711250307
2020-02-28,67.25562838415502,70.18,,74.5,38.5,7.9964802631578955,2017.2367561025972,17.64369552213297,13.285431873423143,177,273.57791828276925
2020-02-29,61.35447809697127,76.93,,74.5,38.0,7.996315789473686,2032.789682940259,17.5875,13.232899999999999,177,695.4408806597236
2020-03-01,78.66666666666667,60.0,,94.5,38.0,7.995493421052631,2053.7477683077914,17.22353825937344,12.92708360105501,174,5.473419540229886
2020-03-02,59.051670211435,79.93,,78.5,37.5,7.994999999999999,2076.05,16.347053031726155,12.173405270739668,174,106.4589813500606
2020-03-03,68.73452745012378,68.67,,69.5,37.0,7.995401002506266,2119.285096645696,15.138429800239503,11.003424997929734,174,308.66891295869476
2020-03-04,58.97788329376484,80.03,,89.0,38.5,7.995802005012532,2176.928659433959,13.824046756058415,9.655415734463928,174,170.24154735077795
2020-03-05,58.106610858057365,81.23,,70.5,39.5,7.995000000000001,2205.75,12.626882437180258,8.53703700625505,174,239.14425619887336
2020-03-06,73.85385698638711,63.91,,80.5,38.5,7.991245112781955,2169.062230544805,11.74466293810459,7.870874265141822,174,380.573894323375
2020-03-07,66.94085945255993,70.50999999999999,,73.0,36.5,7.9849007518796995,2080.982691634415,11.364745686900958,7.69255,174,253.88925431625418
2020-03-08,77.37704918032787,61.0,,121.0,37.5,7.977933834586466,1974.4870374516227,11.719094433690719,8.177338888888888,174,8.504263237233843
2020-03-09,61.31462717588985,76.97999999999999,,76.0,38.0,7.972311278195488,1882.55092217922,12.70818820839958,9.20481111111111,174,148.5495038269382
2020-03-10,59.49829824782554,79.33,,91.5,36.5,7.97,1838.15,14.042225469086436,10.458625,174,297.37440431429314
2020-03-11,60.71520452791355,77.74000000000001,,90.0,37.0,7.984999999999999,1914.25,15.511156111509848,11.573438888888889,174,273.0826894245185
2020-03-12,56.76488274203247,83.15,,104.0,36.5,7.975,1903.0500000000002,16.547430989894846,11.182911111111114,174,309.609243784602
2020-03-13,54.73733039545402,86.22999999999999,,74.5,39.0,7.975,1924.65,17.1515625,11.83795,174,256.8389005079972
2020-03-14,58.128078817734,81.19999999999999,,79.0,40.0,7.980451388888888,1914.629513888889,17.466630506307737,12.429379883381923,174,321.602004416511
2020-03-15,59.0,80.0,,67.0,40.0,7.9911111111111115,1901.811111111111,17.751648924727842,12.977672740524781,174,337.08869612068963
2020-03-16,97.01952723535456,48.65,,69.0,38.5,7.9984375,1912.059375,17.895874978159917,13.162583381924199,174,445.0768331147889
2020-03-17,56.31114292531616,83.82,,67.5,39.0,7.98,2249.0,17.755753389503568,13.003235776954305,174,364.61580233505293
2020-03-18,55.23051720102973,85.46,,89.0,39.5,7.970000000000001,1827.35,17.6189788816584,12.78627725947522,174,269.1493432431924
2020-03-19,53.78917378917379,87.75,,93.5,38.5,8.0,1448.9,17.821683677524007,12.490820116618076,174,164.9384353407342
2020-03-20,58.26441180101223,81.00999999999999,,97.0,37.0,8.00671875,1420.5525213445765,17.83359375,12.48303125,174,138.87822491050488
2020-03-21,64.8975663412622,72.72999999999999,,91.5,40.0,8.011388888888888,1349.8775569188706,17.86519058991378,12.688940233236151,174,187.58277742745568
2020-03-22,62.93333333333333,75.0,,68.5,39.0,8.014114583333333,1258.4263140337293,18.024763361841696,13.152123268950438,174,180.05777777777777
2020-03-23,72.29284729667636,65.29,,96.5,38.0,8.015,1167.75,18.335390174306806,13.746233236151603,174,248.14113601033762
2020-03-24,58.50272682201289,80.68,,107.5,38.5,8.00217741935484,1028.0487215405647,18.824373499604597,14.272266763848396,174,243.3975219257005
2020-03-25,51.43853530950306,91.76,,117.0,39.5,7.984999999999999,929.9,19.42711835494076,14.746845481049563,174,179.5584808946878
2020-03-26,58.394160583941606,80.83,,101.0,39.5,7.995,1297.55,20.503594690155698,15.617059766763848,174,188.51692071198102
2020-03-27,72.6936701062683,64.92999999999999,,91.5,39.0,7.995649038461538,1254.3,20.4359375,15.768281250000001,174,169.98480680343644
2020-03-28,59.11823647294589,79.84,,70.5,38.0,7.99673076923077,1248.687037037037,19.967703400754253,15.644271886234266,174,261.9512660378228
2020-03-29,51.86813186813187,91.0,,80.0,38.0,7.996947115384616,1238.2629629629628,19.327155468500578,15.360722996631228,174,232.4575217885563
2020-03-30,58.113765082492,81.22,,80.5,38.0,7.994999999999999,1232.65,18.774587751464306,14.987072133732129,174,209.89746877361614
2020-03-31,55.44461411958182,85.13,,97.0,38.5,7.987369909502262,1275.5042088677274,19.078106797870774,15.276350600078214,174,292.8131822729538
2020-04-01,57.07376058041113,82.69999999999999,,89.0,38.5,7.975,1297.5,19.399569155945326,15.572214698210724,174,151.35470958595675
2020-04-02,55.211135805357344,85.49000000000001,,94.0,39.0,7.955,1221.8,17.564893873913288,13.655039480670904,174,234.50138350522946
2020-04-03,68.04093988755946,69.37,,73.0,38.0,7.94376369168357,1219.1059398119605,17.26853665429273,13.029005147058825,174,201.35240149854434
2020-04-04,65.28354080221301,72.3,,75.5,39.0,7.932320993914807,1227.2233353884094,17.112638825256937,12.601711106605972,174,110.41195688462824
2020-04-05,59.74683544303797,79.0,,92.0,39.0,7.920967799188642,1238.0415632706536,16.99454193116073,12.297643631488322,174,140.23739633347884
2020-04-06,58.15672745194677,81.16,,46.0,39.0,7.91,1243.45,16.9027273846659,12.120440053957978,174,134.71085566753342
2020-04-07,56.48635710866443,83.56,,63.5,38.0,7.895913648792851,1236.570645096997,16.830636580850232,12.28146284458969,174,46.266486192040404
2020-04-08,54.9092601209865,85.96000000000001,,61.0,38.5,7.875,1254.3,16.787542108271463,12.606026861844066,174,82.0837077389644
2020-04-09,57.01171639086847,82.78999999999999,,73.5,37.5,7.765000000000001,1297.55,17.0,12.80725,174,148.68650150706745
2020-04-10,60.70739549839228,77.75,,62.5,38.0,7.779990101809955,1283.7083227040816,17.067701525054463,12.80725,174,222.46474110211773
2020-04-11,52.8082345043634,89.38,,83.0,39.0,7.814140271493212,1236.0448979591836,17.223796502728074,12.89171137026239,174,158.21965429793497
2020-04-12,54.2528735632184,87.0,,90.0,38.0,7.851220305429864,1185.071524234694,17.531413994169096,13.10953279883382,174,172.69756242568369
2020-04-13,56.08365019011407,84.16,,114.0,37.5,7.875,1161.3000000000002,17.931851311953352,13.407370262390671,174,176.7108695533412
2020-04-14,73.68092413362473,64.06,,99.5,38.0,7.885,1297.55,17.41814868804665,13.481879737609331,174,243.62049676847494
2020-04-15,53.16512728091912,88.78,,83.5,38.0,7.885,1275.9,19.068586005830902,14.404717201166182,174,265.42849041800343
2020-04-16,58.03516537563015,81.33,,90.5,38.0,7.885,1254.25,20.611443148688046,15.247538629737608,174,239.04733588572736
2020-04-17,48.68488911810211,96.95,,109.5,38.5,7.895,1275.9,20.574399038461536,15.1866875,174,181.59125749141938
2020-04-18,55.03089658388714,85.77,,96.5,38.5,7.891957784055242,1283.7425925925925,20.07101648351648,14.743210058309037,174,169.37984371461232
2020-04-19,62.10526315789474,76.0,,87.0,39.0,7.8833600125549275,1298.3074074074075,19.26248282967033,14.08355112973761,174,219.15440108892923
2020-04-20,54.67392563419437,86.33,,79.0,38.5,7.869999999999999,1306.15,18.360714285714288,13.4123083090379,174,129.42363638058185
2020-04-21,55.37956118737534,85.23,,90.0,38.5,7.83,1254.3,17.37342032967033,12.869258554867425,174,192.3449260351638
2020-04-22,55.60791705937795,84.88,,80.5,37.5,7.825,1066.1,16.610714285714284,12.290961370262393,174,211.72246552265813
2020-04-23,55.48371928999648,85.07,,71.5,38.5,7.83,1137.4499999999998,16.485714285714288,10.679739941690965,174,233.27353133119584
2020-04-24,50.35203755067207,93.74,,67.0,38.5,7.83,1137.5,16.482401315789474,10.855793750000002,174,214.6267862441726
2020-04-25,57.99950847874171,81.38,,81.5,38.0,7.82712253968254,1145.7400788832638,16.62731509897192,11.501809037900877,174,195.3156329183651
2020-04-26,59.74683544303797,79.0,,62.5,38.0,7.822523174603175,1151.6991194545894,16.790167542580942,12.204443859329448,174,326.56444056452784
2020-04-27,54.79452054794521,86.13999999999999,,57.0,38.0,7.822251428571429,1151.9671626822158,16.936151603498544,12.608237900874636,174,258.4079912678906
2020-04-28,49.00332225913622,96.32,,38.5,38.5,7.843745714285713,1139.003128972592,16.93884839650146,12.696012099125365,174,209.83590378813915
2020-04-29,49.66852572871725,95.03,,90.5,39.0,7.865,1124.5,16.931049562682215,12.772462390670555,174,213.46531827214875
2020-04-30,46.05327349009659,102.49,,95.5,38.5,7.868785105386417,1122.4045286523217,17.1051638483965,12.981940962099126,174,300.45716823508434
2020-05-01,51.34899912967798,91.92,,68.0,38.0,7.872641030444964,1127.2303447338618,17.3492,13.2968,174,114.36157003091142
2020-05-02,74.35412728418399,63.48,,74.0,39.0,7.875604402810303,1135.2688964892413,17.566543440233236,13.592423906705537,174,368.6991649102986
2020-05-03,78.66666666666667,60.0,,94.0,38.5,7.876711850117096,1142.8116321630803,17.6814250728863,13.76677084548105,174,325.079837164751
2020-05-04,51.35458600805136,91.91,,145.0,39.0,7.875,1146.15,17.62252186588921,13.72305364431487,174,196.90000962961017
2020-05-05,50.35740958071055,93.73,,73.5,39.0,7.861639344262295,1129.6610902255638,17.009110787172013,12.942485131195335,174,260.8978651077747
2020-05-06,43.5063139459858,108.49,,94.5,38.5,7.85,1124.5,16.364868804664724,12.128278134110788,174,144.81855417576492
2020-05-07,51.26534158792224,92.07,,47.5,37.0,7.87,1314.85,16.125072886297374,11.916645481049562,174,189.65153325368385
2020-05-08,52.61984392419175,89.7,,78.0,37.5,7.855,1267.25,16.0752,11.889717880794699,174,211.5217391304348
2020-05-09,53.67906289093597,87.93,,87.5,38.0,7.857455357142857,1270.6162494690336,16.302527113702624,12.094112134844476,174,234.81338015741363
2020-05-10,52.44444444444444,90.0,,79.0,38.0,7.863214285714285,1280.551665250756,16.632531195335275,12.37676027648524,174,189.51838441890163
2020-05-11,56.9292003377156,82.91,,107.5,38.0,7.8698660714285715,1296.8112484071007,16.890689212827986,12.58459433900334,174,185.8221004080037
2020-05-12,50.35203755067207,93.74,,102.0,38.5,7.875,1319.15,16.902478134110787,12.564546355685131,174,217.21243829226842
2020-05-13,50.27159441900096,93.89,,105.5,38.0,7.869999999999999,1427.3,15.705174927113703,10.828829154518951,174,178.82610244563523
2020-05-14,49.01858967701735,96.29,,90.0,37.0,7.845000000000001,1427.25,15.159256559766764,10.59917609329446,174,187.657838569551
2020-05-15,50.49748582432866,93.47,,88.5,37.0,7.835,1427.25,14.914572010869565,10.643831250000002,174,206.40564186185497
2020-05-16,44.88825487398954,105.15,,100.5,38.0,7.836296296296297,1385.2859713840544,14.78160571682089,10.85527609329446,174,115.66924098578386
2020-05-17,49.68421052631579,95.0,,86.5,38.0,7.838703703703704,1304.6200822351586,14.758182774274307,11.115630557580175,174,89.03669086509377
2020-05-18,57.26765348216452,82.42,,74.0,39.0,7.84,1211.05,14.836151603498543,11.306893294460641,174,145.01973352076692
2020-05-19,47.95773216825848,98.42,,39.0,39.0,7.845,1038.05,14.98884839650146,10.500906705539357,174,151.88746563519703
2020-05-20,51.70336290940958,91.29,,102.5,39.0,7.895,1297.55,16.881049562682215,11.885138192419827,174,164.83495189638177
2020-05-21,45.28012279355334,104.24,,110.0,38.0,7.904999999999999,1351.55,16.366763848396502,11.565023906705541,174,55.93473229329311
2020-05-22,47.22361180590296,99.95,,106.5,38.0,7.902578125,1362.7423255486042,16.234568298969073,11.59990625,174,101.26597781649443
2020-05-23,45.62149623042721,103.46,,98.5,38.0,7.896875,1387.7087014629453,15.981570151417525,11.4994302734375,174,114.88720167269933
2020-05-24,47.2,100.0,,65.0,38.0,7.890234375,1413.5332266458136,15.530267396907217,11.2204765625,174,115.31189655172415
2020-05-25,50.10083855217068,94.21,,164.0,38.0,7.885,1427.3,14.9400390625,10.8178501953125,174,177.9603496468516
2020-05-26,44.10802728716943,107.01,,91.0,38.5,7.880098761792453,1430.8939749610568,14.275044332902528,10.313049489795919,174,141.39508661238017
2020-05-27,42.05649113427783,112.23,,78.5,38.5,7.873596698113208,1433.4471694887088,13.613282148163943,9.747024294483419,174,120.01243341618863
2020-05-28,42.55319148936171,110.92,,90.0,38.0,7.866546285377359,1432.9142792720063,13.034891168359835,9.203756983418366,174,138.46203746305713
2020-05-29,41.21550820817325,114.52,,120.5,39.0,7.859999999999999,1427.25,12.620010053565792,8.767229930644133,174,155.1461723294832
2020-05-30,45.31055006239801,104.17,,100.5,39.0,7.830634843842391,1382.0219137507556,12.448777463857414,8.521425510204082,174,135.96104510862548
2020-05-31,48.16326530612245,98.0,,47.5,39.0,7.780787507391281,1304.3016554370504,12.56454820514362,8.535666250944821,174,255.62061341778085
2020-06-01,38.72979404283252,121.87,,112.0,39.0,7.75,1254.3,12.891666666666666,8.782492592592593,245,28.821191199052855
2020-06-02,36.05255117629087,130.92,,79.5,38.5,7.770924317617865,1250.2569760787455,13.525,9.263701470588236,245,91.50726725153858
2020-06-03,36.49296428019174,129.34,,99.0,39.0,7.8,1254.25,14.158333333333333,9.850057407407409,245,106.48540944133956
2020-06-04,36.16581104896177,130.51,,83.5,39.0,7.85,1254.3,13.991666666666667,10.410659259259258,245,80.13291654873582
2020-06-05,50.93341966116328,92.67,,100.0,38.5,7.859090909090909,1252.0345923281764,14.00188228626943,10.423337499999999,245,155.01469995573498
2020-06-06,46.27450980392157,102.0,,68.0,39.0,7.86530303030303,1248.0401125354401,13.802699625371986,10.104517784256558,245,98.98427771108443
2020-06-07,59.74683544303797,79.0,,108.5,39.0,7.868863636363637,1247.7130764749836,13.459838434587379,9.635094569970846,245,157.11729010591577
2020-06-08,38.30236143796154,123.23,,126.5,39.0,7.87,1256.4499999999998,13.043148688046648,9.197184256559765,245,92.79574778868782
2020-06-09,38.98571074584951,121.07,,103.0,38.5,7.861467391304347,1285.1520681738589,12.906851311953352,8.830715743440233,245,84.50461278093464
2020-06-10,35.26598924088464,133.84,,71.5,39.5,7.85,1319.15,12.806413994169096,8.494367930029155,245,98.5108963489759
2020-06-11,41.38898632058927,114.04,,78.0,39.0,7.859999999999999,1368.9,12.213556851311953,8.72338221574344,245,114.22029864208046
2020-06-12,40.64410574356325,116.13,,96.0,39.0,7.856413123167155,1378.2462431426334,12.061562499999999,8.591610197368421,245,73.00660765468679
2020-06-13,40.34188034188034,117.0,,89.5,39.0,7.8510410557184755,1390.478605015674,12.418628927761581,8.848781517569435,245,109.75098901098902
2020-06-14,48.65979381443299,97.0,,92.0,38.5,7.845148460410558,1401.1091643808777,13.368713253158406,9.627512297644621,245,88.91584262571008
2020-06-15,36.46477132262052,129.44,,89.5,39.5,7.84,1405.65,14.656705539358601,10.733241253644316,245,59.53375608587069
2020-06-16,36.138121123956815,130.61,,91.0,39.0,7.835545905707196,1385.4933753943217,15.9570444606414,11.894803483197792,245,31.412414900881107
2020-06-17,36.5381638024462,129.18,,114.0,40.0,7.835,1362.4,17.161807580174926,13.00534329446064,245,82.65427452913353
2020-06-18,36.97610654132393,127.65,,100.0,39.5,7.845,1373.2,18.376093294460645,14.280579008746358,245,74.8635890548934
2020-06-19,42.90909090909091,110.0,,111.5,39.0,7.841659663865546,1403.1320337538305,18.70703125,14.574962500000002,245,4.9799480519480515
2020-06-20,52.4153248195447,90.05,,93.0,39.0,7.83359243697479,1457.9847788043685,18.191508746355687,14.042549416909623,245,37.78207118494261
2020-06-21,50.75268817204301,93.0,,79.0,39.0,7.823728991596639,1516.407634452722,17.0112632106414,12.859451202623907,245,93.70013166556946
2020-06-22,36.92403974028006,127.83,,88.5,39.5,7.8149999999999995,1557.05,15.483746355685131,11.351566909620992,245,71.72604878609506
2020-06-23,38.3552738501544,123.06,,98.0,39.5,7.805420976082741,1584.8088133992774,15.478753644314867,11.50573309037901,245,86.62618865196004
2020-06-24,44.85412905065096,105.23,,96.0,39.0,7.795,1600.25,15.6067055393586,11.790036297376094,245,132.33485833751917
2020-06-25,91.27828273061304,51.71,,95.5,38.0,7.785594751131222,1553.0236,14.177791253644315,10.38665058309038,245,267.61531934374983
2020-06-26,43.906976744186046,107.5,,100.5,38.0,7.775826787330317,1440.4068,12.938399999999998,9.16235,245,91.45196013289036
2020-06-27,49.31048892603427,95.72,,90.0,38.0,7.766761447963801,1305.9932,12.501723456790124,8.71667256515775,245,121.39440502485992
2020-06-28,52.44444444444444,90.0,,81.0,38.0,7.75946407239819,1193.3763999999999,13.130854320987654,9.30804903978052,245,87.99376643990931
2020-06-29,47.96260542627782,98.41,,106.5,38.5,7.755,1146.15,14.883333333333333,10.999492592592592,245,126.15701490432569
2020-06-30,45.327955440314994,104.13,,75.5,38.5,7.757692307692308,1232.65,17.367901234567903,13.408616392318244,245,92.71910112359552
2020-07-01,58.91898639370865,80.11,,76.0,38.0,7.76,1319.15,19.9820987654321,15.943433607681758,245,1.82739039942528
2020-07-02,41.69979680183762,113.19,,90.0,37.0,7.745,1189.4,22.441666666666666,18.252557407407405,245,26.155910866864637
2020-07-03,106.37818345729096,44.37,,83.0,38.0,7.7465625000000005,1162.4610573465548,24.58271604938272,20.31052688614541,245,0.7863743198428798
2020-07-04,93.66937884500894,50.39,,79.5,39.0,7.75,1145.7623928550572,26.114506172839512,21.762251508916325,245,2.964833482509892
2020-07-05,62.10526315789474,76.0,,107.5,39.0,7.7534375,1134.6575319360309,26.7,22.3119,245,1.6711491339957036
2020-07-06,49.71560985885823,94.94,,98.5,38.0,7.755,1124.5,25.1192,20.7964224,245,1.2142577696762296
2020-07-07,42.94032023289666,109.92,,100.0,38.0,7.74,1115.5987960321652,21.8121,17.4950912,245,0.9905670032751089
2020-07-08,44.14928444486016,106.91,,106.0,38.5,7.725,1102.9,17.7754,13.494308800000002,245,0.8630948404055289
2020-07-09,73.86541471048514,63.9,,83.0,37.5,7.745,994.8,13.305800000000001,9.330477600000002,245,1.72860655999489
2020-07-10,92.49461101312951,51.03,,100.0,38.0,7.749039972967561,1012.6633910513895,11.546691176470588,7.63274848568282,245,2.4887401168580308
2020-07-11,81.66089965397924,57.8,,78.5,38.0,7.751556089529657,1059.010709470372,11.605392156862745,7.671589513394353,245,2.027159622018742
2020-07-12,104.88888888888889,45.0,,116.0,38.0,7.7532941613269255,1122.9776731541685,12.012389122315593,8.038831366121364,245,1.8725067607289827
2020-07-13,68.71451448536905,68.69,,107.5,37.0,7.755,1193.6999999999998,12.660714285714285,8.636113183935297,245,1.0161595574319406
2020-07-14,74.70718581829694,63.18,,99.5,37.0,7.753242687852955,1349.2657128553594,13.603964510332435,9.648379724934262,245,2.5307285307285308
2020-07-15,64.8173578687174,72.82,,109.0,38.0,7.753584140066653,1617.6691989519975,14.637301587301586,10.761273979955483,245,1.0359118654327977
2020-07-16,61.47434227663454,76.78,,103.0,38.0,7.7652594175969165,2043.8375738510604,15.457142857142857,11.509725428833255,245,1.1242404750386743
2020-07-17,61.51440114687866,76.73,,125.5,38.0,7.7717223313995625,2141.56371572318,15.76796875,11.747924157303371,245,2.2085132317639102
2020-07-18,62.89140572951366,75.05,,121.92711370262391,38.0,7.777051692430412,2220.2473214262054,15.828024781341105,11.724079321060282,245,4.838123318211166
2020-07-19,73.75,64.0,,112.7128279883382,38.0,7.781420061645285,2267.9666598788936,15.874540158325233,11.661984060467748,245,9.883544953941584
2020-07-20,69.55869268305743,17.45,,100.11370262390672,38.0,7.785,2272.8,15.997400388726916,11.64203324746431,245,53.88144421074996
2020-07-21,61.5545122587376,76.68,,86.3862973760933,38.0,7.788199086832808,2062.796505433451,16.184147230320697,11.656840855112105,245,16.173409519689258
2020-07-22,52.01675115715231,90.74,,73.78717201166182,38.0,7.792618432385874,1789.6265015814122,16.331697440881115,11.69382422725979,245,16.266794453905323
2020-07-23,63.45791879537511,74.38,,64.57288629737612,37.5,7.8,1881.4,16.368999028182703,11.999529921239162,245,21.29009622329866
2020-07-24,57.72288125229302,81.77,,61.0,38.0,7.805732920860612,1813.97232430355,16.334735576923077,11.7612875,245,17.24151365327836
